NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0016903	GO:0016903		18	0.66790473	1.7515824	0.0046948357	0.0174667	0.403	466	tags=44%, list=21%, signal=56%	
GO:0050660	GO:0050660		24	0.6197695	1.7496979	0.0030534351	0.016967978	0.408	298	tags=33%, list=13%, signal=38%	
GO:0044248	GO:0044248		15	0.6798558	1.7436949	0.004746835	0.017713394	0.437	224	tags=40%, list=10%, signal=44%	
GO:0016773	GO:0016773		49	0.530833	1.7297981	0.0	0.020703845	0.507	169	tags=24%, list=8%, signal=26%	
GO:0017076	GO:0017076		37	0.5557676	1.7195767	0.0028985508	0.022457045	0.553	430	tags=41%, list=19%, signal=49%	
GO:0016614	GO:0016614		37	0.5611212	1.7172137	0.0028735632	0.022045268	0.56	231	tags=35%, list=10%, signal=39%	
GO:0005515	GO:0005515		16	0.6758072	1.7056079	0.0122137405	0.024570672	0.606	209	tags=44%, list=9%, signal=48%	
GO:0016667	GO:0016667		18	0.63308185	1.7054732	0.0062992126	0.023802642	0.607	543	tags=56%, list=24%, signal=73%	
GO:0009066	GO:0009066		19	0.62846065	1.6799773	0.012269938	0.031193784	0.729	485	tags=58%, list=22%, signal=73%	
GO:0051716	GO:0051716		21	0.61704326	1.6787378	0.01236476	0.030513598	0.734	345	tags=43%, list=16%, signal=50%	
GO:0043603	GO:0043603		37	0.54622465	1.6677954	0.0043290043	0.03325493	0.775	265	tags=32%, list=12%, signal=36%	
GO:0016836	GO:0016836		19	0.6071006	1.6573108	0.004658385	0.036432017	0.815	419	tags=42%, list=19%, signal=51%	
GO:0015297	GO:0015297		23	0.59512234	1.6545327	0.0060331826	0.036520645	0.826	828	tags=83%, list=37%, signal=130%	
GO:0007154	GO:0007154		23	0.5939456	1.6460019	0.00896861	0.038648836	0.85	382	tags=43%, list=17%, signal=52%	
GO:0042180	GO:0042180		15	0.6565864	1.6452776	0.011182109	0.038001627	0.852	364	tags=53%, list=16%, signal=63%	
GO:1901615	GO:1901615		27	0.56450975	1.630698	0.012048192	0.04217517	0.884	180	tags=37%, list=8%, signal=40%	
GO:0016835	GO:0016835		25	0.57194996	1.6224929	0.013432836	0.044808496	0.899	419	tags=36%, list=19%, signal=44%	
GO:1902494	GO:1902494		36	0.5175719	1.5774013	0.015736766	0.06569273	0.975	318	tags=31%, list=14%, signal=35%	
GO:0009401	GO:0009401		18	0.5981996	1.5630059	0.03125	0.07415563	0.984	130	tags=28%, list=6%, signal=29%	
