uniprot_quickGO	Description	HS1	HS2	HS3	A21	A22	B51	B52	C11	C12
A0A0H2VFU7	F1613_RS03420	84	57	66	157	179	300	132	293	127
A0A0H2VFU9	F1613_RS07000	575	705	600	896	1223	814	1254	1005	795
A0A0H2VFV0	menH	8192	8661	7472	6717	5854	5267	14138	5821	8262
A0A0H2VFV3	coaBC	3221	3241	3936	2608	1910	2623	2018	2932	2626
A0A0H2VFV4	F1613_RS07050	2731	2635	2614	4525	4231	3443	2087	3911	3628
A0A0H2VFV5	F1613_RS06585	2909	2969	4332	4360	3497	2654	7204	2669	3263
A0A0H2VFV7	pknB	10046	8218	13455	23995	19248	17400	19203	13504	15640
A0A0H2VFV8	cstR	72	91	65	147	90	89	58	83	81
A0A0H2VFV9	F1613_RS07080	374	427	571	1390	2532	3837	9076	2498	2716
A0A0H2VFW0	purE	872	577	1040	2467	707	1113	1310	1917	1126
A0A0H2VFW2	F1613_RS03505	991	1339	537	270	230	377	308	504	380
A0A0H2VFW2	F1613_RS03130	2703	5815	2505	1195	918	433	339	226	464
A0A0H2VFW3	smc	17967	13325	26027	22504	17290	19865	28126	11335	21135
A0A0H2VFW4	F1613_RS07150	16888	12690	14136	17106	19419	16909	17864	19184	23459
A0A0H2VFW5	F1613_RS06705	9355	3730	8088	732	1094	1238	25768	8597	2205
A0A0H2VFW7	F1613_RS03545	357	360	382	290	266	311	587	257	219
A0A0H2VFW9	F1613_RS07180	187	306	265	122	144	120	31	78	18
A0A0H2VFX0	F1613_RS06730	35103	34202	27836	25521	28141	26563	32930	53418	38193
A0A0H2VFX3	nusA	15113	9357	14900	27530	26187	17459	81619	11238	22931
A0A0H2VFX4	F1613_RS07240	1929	1455	1732	3486	3090	2692	2271	3270	1902
A0A0H2VFX5	F1613_RS06775	3737	3262	2508	4507	5584	5025	3603	5721	5704
A0A0H2VFX7	F1613_RS07585	4921	4867	4810	9591	6467	4942	5363	4060	5166
A0A0H2VFX8	F1613_RS03600	6148	6814	7668	19342	19285	16666	9647	12635	16518
A0A0H2VFX9	rsmB	6535	4627	7370	10655	9099	8674	16053	6778	11640
A0A0H2VFY0	F1613_RS07610	1622	2426	2065	5532	3957	2964	804	3239	490
A0A0H2VFY1	F1613_RS06825	7425	7998	11703	3774	2858	4129	7137	2428	2824
A0A0H2VFY3	F1613_RS03630	1076	956	1073	1049	957	1251	364	1086	692
A0A0H2VFY4	F1613_RS07645	7740	6655	11766	9347	7169	8114	12857	7821	10992
A0A0H2VFY5	F1613_RS07325	5777	3792	4270	10936	13137	7921	8181	6816	5522
A0A0H2VFY6	typA	22866	15252	20263	120229	124539	66567	220521	54645	65237
A0A0H2VFY8	thiW	1928	1708	3086	3278	2763	2940	6377	2267	4442
A0A0H2VFY9	F1613_RS03650	778	1201	1030	1180	1219	1306	638	1095	654
A0A0H2VFZ0	F1613_RS07410	2912	3706	4253	2611	2866	2358	2142	2047	1099
A0A0H2VFZ2	hflX	3669	2935	4222	2185	2275	2159	4805	1955	1997
A0A0H2VFZ3	F1613_RS06905	9066	11003	10395	5298	6679	6477	19193	9033	16362
A0A0H2VFZ5	F1613_RS07760	1399	933	1841	1403	2454	1696	1103	1252	656
A0A0H2VFZ6	dprA	475	527	733	1255	1307	711	442	712	440
A0A0H2VFZ8	F1613_RS06935	1516	1936	1829	1470	1261	1432	519	1563	831
A0A0H2VFZ9	F1613_RS03750	84	102	99	61	61	79	222	77	33
A0A0H2VG00	F1613_RS07785	4452	3673	2550	1781	1808	2658	2117	3270	1973
A0A0H2VG03	F1613_RS07810	512	441	590	639	732	612	470	796	357
A0A0H2VG04	F1613_RS06975	2980	3001	3094	3597	3440	3703	5043	3208	2450
A0A0H2VG05	F1613_RS03765	1278	981	1485	2406	1506	2972	16817	2597	4931
A0A0H2VG07	F1613_RS07600	3591	5212	5671	9866	6660	5011	1383	3764	2808
A0A0H2VG08	sdhA	17926	13271	9293	12181	15125	16681	29430	23356	36101
A0A0H2VG09	F1613_RS07830	4289	4853	5226	1105	1456	4468	3230	9199	4167
A0A0H2VG10	F1613_RS03795	65	107	61	32	22	42	182	40	30
A0A0H2VG12	F1613_RS07635	182	116	81	93	70	108	159	223	233
A0A0H2VG13	F1613_RS07860	3507	4362	3519	2107	1506	2869	2951	3870	4074
A0A0H2VG14	F1613_RS07070	30431	4371	53418	100891	138887	246158	586269	254766	310172
A0A0H2VG14	F1613_RS07075	8748	2327	19652	52136	72771	122289	463473	172029	234020
A0A0H2VG17	F1613_RS07125	28534	18977	31343	27773	19810	20275	21007	12274	23491
A0A0H2VG18	F1613_RS07660	1038	679	795	1699	1569	1548	1917	1561	2287
A0A0H2VG19	F1613_RS12760	2084	1732	1818	1341	1100	958	8797	749	2233
A0A0H2VG20	F1613_RS03835	540	496	583	315	261	283	448	248	299
A0A0H2VG21	F1613_RS07165	20900	14644	12062	16221	17484	15997	10105	24357	13845
A0A0H2VG23	F1613_RS07710	4929	3992	5248	3609	4234	5079	4203	5690	4911
A0A0H2VG24	F1613_RS07965	2299	2312	1564	2641	2561	2525	6128	5690	4684
A0A0H2VG25	F1613_RS07200	369	1407	1214	5193	18459	5178	804	5201	5399
A0A0H2VG27	F1613_RS07750	8	9	10	7	25	20	7	7	6
A0A0H2VG28	F1613_RS08030	600	1469	734	279	327	509	496	340	360
A0A0H2VG29	priA	9954	10292	13346	8250	5977	8824	5619	10001	8459
A0A0H2VG33	rpe	826	807	849	3986	2875	2494	807	2296	1119
A0A0H2VG34	F1613_RS08095	1711	1273	1543	2795	2115	1406	1485	1223	768
A0A0H2VG35	F1613_RS07805	91	103	152	121	112	129	96	83	87
A0A0H2VG37	F1613_RS08120	681	1015	637	454	400	447	177	311	350
A0A0H2VG38	ftsY	9037	5933	11806	10814	7403	8737	17500	5418	10131
A0A0H2VG39	F1613_RS07825	531	499	661	950	1394	1073	634	930	561
A0A0H2VG41	F1613_RS08160	5255	5091	7613	34019	26800	29885	19158	20095	32594
A0A0H2VG43	F1613_RS07845	1482	1009	527	448	476	1440	1105	1287	607
A0A0H2VG45	F1613_RS08205	106	60	79	10	30	23	7	20	10
A0A0H2VG46	F1613_RS07535	3247	2078	3332	4975	4757	3517	15788	2003	4445
A0A0H2VG47	F1613_RS07875	3002	3447	5661	7585	5420	6389	2041	4810	3637
A0A0H2VG48	F1613_RS08235	2822	2254	1904	1157	1134	1900	3384	4211	3874
A0A0H2VG50	F1613_RS07590	2371	3901	3252	9976	5796	4560	741	3097	1857
A0A0H2VG51	F1613_RS08275	53	72	37	96	77	40	25	28	73
A0A0H2VG53	F1613_RS07935	774	840	599	1364	1549	1306	2675	2380	1643
A0A0H2VG54	brnQ	9524	9977	12839	22066	21048	14820	8310	10686	11333
A0A0H2VG57	msrA	18911	16260	16883	10453	10197	11120	8658	14295	18149
A0A0H2VG58	F1613_RS08325	88	97	137	111	124	121	38	74	56
A0A0H2VG59	F1613_RS03905	155	269	294	76	77	103	50	75	43
A0A0H2VG60	F1613_RS07650	7200	5865	10913	8046	5657	6797	13506	6180	11987
A0A0H2VG62	F1613_RS08075	5347	2466	2825	2271	6253	3004	2041	4182	7506
A0A0H2VG63	F1613_RS08355	1860	1758	2113	2704	3202	2342	1044	2750	1542
A0A0H2VG64	F1613_RS03940	2586	2033	3222	1482	1622	2195	1479	2016	1245
A0A0H2VG65	F1613_RS07690	1856	1665	2563	2043	1699	1843	1421	2679	1893
A0A0H2VG67	F1613_RS08110	1218	1453	1590	802	721	817	367	568	719
A0A0H2VG68	F1613_RS08410	3207	2482	2374	2691	2780	2413	1042	2464	1563
A0A0H2VG69	dhaL	21046	9569	11270	2563	3107	14453	16058	54585	44386
A0A0H2VG70	F1613_RS07735	4934	4628	6972	3995	3727	3770	8267	2901	2791
A0A0H2VG71	pstA	115	124	175	70	86	117	1236	74	146
A0A0H2VG73	F1613_RS04000	837	1974	1071	930	1069	1531	384	762	490
A0A0H2VG75	F1613_RS08195	3081	3420	4114	631	1027	3662	612	3817	1289
A0A0H2VG76	F1613_RS07765	408	238	270	340	537	463	402	309	171
A0A0H2VG78	F1613_RS04025	9638	9193	6832	9689	11703	10867	3965	7703	8237
A0A0H2VG80	F1613_RS08480	1909	1445	2227	1375	1514	1674	1772	2202	1912
A0A0H2VG81	F1613_RS07790	1225	1366	1417	1771	2010	1746	759	2645	1886
A0A0H2VG82	F1613_RS08265	1745	1698	1641	2017	2018	1772	2734	2826	2044
A0A0H2VG84	F1613_RS04050	2112	1749	2564	4765	5446	5213	8371	6027	6504
A0A0H2VG85	F1613_RS08315	436	440	661	333	314	307	364	284	293
A0A0H2VG86	F1613_RS07815	621	593	817	651	739	675	607	562	342
A0A0H2VG87	ugpC	24	39	42	57	51	48	18	6	17
A0A0H2VG89	F1613_RS08520	2835	4578	3392	5867	4690	4308	1432	4425	1986
A0A0H2VG91	F1613_RS07835	1962	2387	1591	274	502	669	941	968	669
A0A0H2VG92	fakB2	8884	8253	8676	7407	8096	8125	7283	10071	14387
A0A0H2VG95	F1613_RS08430	2421	3257	4322	3910	3397	4348	23331	2664	6998
A0A0H2VG96	F1613_RS08545	1536	2620	2208	3245	2430	2172	974	1661	789
A0A0H2VG97	tnpA	404	845	577	500	445	432	460	272	277
A0A0H2VG99	F1613_RS08455	14566	15851	13411	17945	23187	17567	10866	23694	19155
A0A0H2VGA0	rpsA	48659	45360	48749	39448	34150	42405	45744	69549	53314
A0A0H2VGA1	F1613_RS10030	990	964	833	471	425	466	602	584	551
A0A0H2VGA2	lexA	15041	16401	9383	9062	7489	10598	23518	29849	22600
A0A0H2VGA4	nth	2512	2301	2531	4560	3207	3040	1522	2670	2237
A0A0H2VGA5	F1613_RS08640	987	1254	766	661	625	718	215	1383	285
A0A0H2VGA6	radA	18915	17274	19517	7345	8544	7332	11097	6743	9180
A0A0H2VGA7	F1613_RS08540	43276	51422	39364	23994	25267	22008	55932	34178	47735
A0A0H2VGA8	F1613_RS08665	11649	10830	10937	16430	18585	17281	11283	27534	19830
A0A0H2VGA9	F1613_RS07990	10697	12363	12977	17662	13194	10338	12015	11341	6782
A0A0H2VGB0	F1613_RS08590	4015	3586	2850	2761	2846	2781	2369	3560	3004
A0A0H2VGB1	F1613_RS08705	7384	6715	5490	3412	5493	4261	4074	6111	5492
A0A0H2VGB3	F1613_RS08625	8557	8021	6758	11889	11950	9153	21938	11538	20713
A0A0H2VGB4	F1613_RS08740	28672	25396	16087	5198	6090	9624	8896	17269	26099
A0A0H2VGB5	F1613_RS08040	338	210	211	79	48	163	117	90	83
A0A0H2VGB6	F1613_RS04370	897	898	1156	560	599	658	652	615	737
A0A0H2VGB7	F1613_RS08100	1459	1675	1913	911	738	920	422	467	614
A0A0H2VGB8	F1613_RS08780	7950	10518	11204	10006	5813	7377	5824	4418	5505
A0A0H2VGB9	F1613_RS08655	12389	15860	7612	1790	1749	1682	3259	1487	1249
A0A0H2VGC0	F1613_RS04410	5203	5847	6203	2753	3799	2669	4632	3987	2547
A0A0H2VGC1	pepF	58837	49645	50087	24865	23870	29649	24777	50331	46458
A0A0H2VGC2	accC	11260	12781	14772	18290	14957	17677	10072	15447	16249
A0A0H2VGC3	F1613_RS08695	1536	2157	1670	1640	1899	1707	1169	2146	1133
A0A0H2VGC4	F1613_RS08165	1423	1448	1039	2901	2826	12186	549	9927	3712
A0A0H2VGC6	F1613_RS08875	2031	1994	1772	6159	4603	4747	1800	4182	3674
A0A0H2VGC8	F1613_RS04465	831	1271	831	1768	1281	927	136	701	202
A0A0H2VGD0	F1613_RS08910	7	23	12	26	16	14	7	23	20
A0A0H2VGD1	F1613_RS08210	185	180	141	34	43	28	3	12	6
A0A0H2VGD2	F1613_RS08770	26547	24351	31611	20259	14972	18054	25908	11806	22996
A0A0H2VGD3	F1613_RS04510	214	98	74	391	920	436	94	558	94
A0A0H2VGD4	F1613_RS08240	6294	4883	4550	2452	2429	4053	6253	7969	8677
A0A0H2VGD5	F1613_RS08935	5349	6796	5557	7314	5891	6032	3666	8694	6320
A0A0H2VGD7	F1613_RS08800	9088	9409	11849	13118	10096	11451	5973	13508	10053
A0A0H2VGE0	F1613_RS04565	6421	5887	5792	15519	19476	10796	5960	4898	5257
A0A0H2VGE1	F1613_RS08960	4941	6117	3968	4934	4995	4973	1892	7423	2312
A0A0H2VGE2	F1613_RS08865	2965	2977	2885	1405	1541	1917	1457	2356	1313
A0A0H2VGE3	F1613_RS08330	77	93	162	110	110	122	35	63	36
A0A0H2VGE5	mvk	14268	13911	11561	15101	23775	12415	17142	9249	8436
A0A0H2VGE6	F1613_RS09005	4565	2085	4470	17917	14679	11061	38465	7111	21691
A0A0H2VGF0	comGB	68	109	72	57	67	37	38	59	98
A0A0H2VGF1	F1613_RS08420	4721	4095	3765	2112	2347	2031	2437	2502	2766
A0A0H2VGF2	F1613_RS04630	22231	12994	9945	5072	10916	9208	13554	12851	19173
A0A0H2VGF4	F1613_RS09070	8594	6080	6419	8771	6342	9240	7731	13425	10599
A0A0H2VGF5	F1613_RS08950	1694	1552	1676	1709	1548	1754	1358	2030	1266
A0A0H2VGF7	F1613_RS08445	6476	6602	6676	6906	5469	5039	8226	5161	7474
A0A0H2VGF8	hemW	1252	1424	1752	3845	3482	3088	2456	2109	2310
A0A0H2VGF9	larE	2347	4092	1437	863	883	1147	615	819	1379
A0A0H2VGG1	F1613_RS08990	2712	2040	3259	7556	6599	5824	23647	7704	7573
A0A0H2VGG2	F1613_RS08490	78285	92926	126138	111739	129959	75302	164997	82196	111071
A0A0H2VGG4	F1613_RS09165	5197	5554	4915	8731	7341	8234	4904	7262	5807
A0A0H2VGG5	F1613_RS04690	3617	3148	2387	2539	2393	2097	1558	2153	1313
A0A0H2VGG7	cdd	5437	3855	5181	4888	4060	5477	5308	6406	7893
A0A0H2VGG8	bshA	6797	6201	4801	7865	6566	5548	6094	5948	5779
A0A0H2VGG9	F1613_RS09200	1143	1123	1280	3135	2877	2733	3515	1633	4222
A0A0H2VGH1	F1613_RS04720	1494	1211	1249	2721	1997	1979	2023	1754	2357
A0A0H2VGH3	mtaB	10570	9602	12364	12965	13562	9981	12459	7038	7974
A0A0H2VGH4	F1613_RS08555	11041	10308	12156	9153	7946	8132	7634	6879	6967
A0A0H2VGH6	pxpB	593	798	425	852	1006	1017	289	1379	362
A0A0H2VGH7	sarA	78200	74977	62843	41662	49355	35095	53666	47186	30708
A0A0H2VGH9	F1613_RS09155	866	849	708	1051	1030	876	1065	1396	932
A0A0H2VGI2	F1613_RS09290	4653	7694	7984	8989	8237	6642	4019	8199	4813
A0A0H2VGI4	F1613_RS04770	77	100	100	67	70	51	108	87	95
A0A0H2VGI5	yhbY	1662	1246	1676	2660	2488	2632	3985	1524	3849
A0A0H2VGI8	F1613_RS08645	615	898	755	1189	1260	953	655	851	567
A0A0H2VGJ0	F1613_RS04830	586	214	593	1017	913	1294	4494	3805	1113
A0A0H2VGJ1	F1613_RS09320	5785	6257	3954	4327	4264	4316	2040	8062	2297
A0A0H2VGJ3	F1613_RS09225	1685	1438	2268	1248	1611	1794	721	2117	1806
A0A0H2VGJ4	F1613_RS08670	3370	3263	3468	6966	6578	6250	2981	5124	4304
A0A0H2VGJ6	F1613_RS09260	7135	5626	8769	8835	8792	6678	15656	3242	5834
A0A0H2VGJ7	F1613_RS04860	3545	2791	3327	4134	4942	4441	4453	3918	4381
A0A0H2VGJ9	F1613_RS08710	714	1126	1107	303	284	307	349	319	121
A0A0H2VGK1	F1613_RS04885	48144	56260	49475	42598	57964	57992	30174	47285	41156
A0A0H2VGK2	F1613_RS09310	19974	21481	14197	1947	1776	2323	3002	3593	3951
A0A0H2VGK4	F1613_RS08750	3765	4830	3396	3486	2492	2579	2458	3000	2552
A0A0H2VGK5	F1613_RS04915	10458	11225	12437	32250	35207	22775	23629	23823	22714
A0A0H2VGK6	F1613_RS02845	1518	1902	1688	1932	2723	2045	5920	1767	2701
A0A0H2VGK7	lpdA	174053	135772	129268	142115	137587	178453	201861	253250	449504
A0A0H2VGK8	vraG	6210	7022	8129	22951	17590	11994	49660	6435	8787
A0A0H2VGK9	F1613_RS02875	8524	10970	7818	6889	7926	6553	6405	11191	5925
A0A0H2VGL0	yycI	12332	12122	12980	8528	7376	9137	11104	9745	14333
A0A0H2VGL1	accB	3666	3730	3629	5723	5193	5017	2594	4620	3311
A0A0H2VGL2	F1613_RS04975	2546	4290	2741	950	1094	1037	280	1075	480
A0A0H2VGL4	F1613_RS05010	8332	6582	6090	5029	5545	5429	4858	5725	4737
A0A0H2VGL5	F1613_RS08880	8977	11223	11623	9156	9112	7032	7357	6194	5438
A0A0H2VGL8	F1613_RS05035	17477	8454	7601	10973	11978	12690	10652	17741	11850
A0A0H2VGL9	comGD	43	35	47	30	30	35	35	40	42
A0A0H2VGM0	mreC	8103	9319	8671	6095	7505	5821	7237	7141	3831
A0A0H2VGM2	F1613_RS09470	12299	4324	8641	23680	20939	20772	52988	12001	26359
A0A0H2VGM3	F1613_RS05065	205	201	179	134	156	192	189	132	111
A0A0H2VGM5	F1613_RS08940	2346	3052	2471	3224	2702	3015	3796	4907	6034
A0A0H2VGM6	F1613_RS03035	5218	4734	3902	4536	4444	5281	7098	5250	4145
A0A0H2VGM7	F1613_RS09535	2293	2621	3563	4292	3743	4918	2284	3469	4748
A0A0H2VGM8	F1613_RS09425	22306	33158	20478	54672	58470	46856	117060	32402	61686
A0A0H2VGM9	F1613_RS05095	2216	2001	1710	2561	2578	2798	1985	3239	3595
A0A0H2VGN1	F1613_RS08970	9818	10970	15197	13807	14483	12570	6931	11697	10612
A0A0H2VGN2	F1613_RS09455	66	193	69	8	6	11	7	22	138
A0A0H2VGN4	F1613_RS05125	412	450	345	317	253	199	129	123	70
A0A0H2VGN5	F1613_RS09500	4986	3778	4936	5251	4960	5095	17009	5769	7006
A0A0H2VGN6	F1613_RS03085	3	11	4	8	10	8	3	4	4
A0A0H2VGN7	F1613_RS09015	1171	543	652	4061	2749	2068	1730	1468	2783
A0A0H2VGN8	F1613_RS09615	2321	2972	2699	5908	5032	6114	3052	7069	2554
A0A0H2VGN9	F1613_RS05150	12366	11644	4954	1061	2215	3518	4334	1332	3704
A0A0H2VGP0	dnaI	8930	8780	9864	7945	7921	8461	15539	9128	16733
A0A0H2VGP2	F1613_RS09670	4999	6006	4481	6218	5563	6078	3292	6433	4514
A0A0H2VGP3	F1613_RS09075	14171	13884	15111	17074	18204	13592	10150	13159	18685
A0A0H2VGP4	F1613_RS03140	14537	35353	14701	12610	12842	6858	4696	5463	4019
A0A0H2VGP5	mutM	6105	4765	5084	6183	4378	5743	4464	5847	6575
A0A0H2VGP6	F1613_RS09725	1108	1198	1502	3225	2775	2149	3315	1661	1750
A0A0H2VGP7	F1613_RS05175	4456	2001	1981	2852	3466	2443	3662	2992	3169
A0A0H2VGP8	holA	2035	1805	1425	2233	2148	2393	2794	3184	2981
A0A0H2VGP9	F1613_RS09635	7620	7202	7354	28488	26792	19690	10097	27801	16334
A0A0H2VGQ1	F1613_RS09765	398	428	347	107	94	190	205	301	196
A0A0H2VGQ3	rsfS	4238	3747	3580	4973	4735	5083	5093	4795	4087
A0A0H2VGQ5	lspA	11393	13457	9348	33310	34218	20400	31147	26932	21511
A0A0H2VGQ6	nagE	2616	2213	2594	1627	1804	1897	4033	2692	2606
A0A0H2VGQ8	lpdA	174053	135772	129268	142115	137587	178453	201861	253250	449504
A0A0H2VGQ9	F1613_RS05240	336	404	378	1000	897	887	261	832	529
A0A0H2VGR0	F1613_RS03220	98	81	92	74	145	122	319	68	218
A0A0H2VGR1	serA	3200	3660	3981	1170	1339	1605	1988	1812	1656
A0A0H2VGR2	F1613_RS09825	22097	8719	12235	20241	32339	19386	35472	22931	42497
A0A0H2VGR3	F1613_RS05265	2925	4028	4285	4294	3709	4377	1965	4924	3220
A0A0H2VGR4	F1613_RS09805	1340	821	1061	1634	1508	1424	1042	1726	1192
A0A0H2VGR5	F1613_RS03255	180	143	199	127	213	151	1019	187	218
A0A0H2VGR6	F1613_RS09865	1546	1340	1065	1812	1866	1512	1307	1997	1535
A0A0H2VGR7	F1613_RS09855	1530	1435	1401	955	811	1049	2099	1713	2025
A0A0H2VGR8	F1613_RS03280	1951	987	2109	20041	16652	17095	9127	17763	24084
A0A0H2VGR9	F1613_RS09890	18154	10984	11487	9726	21303	11309	24845	16387	20866
A0A0H2VGS0	F1613_RS09900	4452	5412	6448	9217	7286	7483	6866	5898	5282
A0A0H2VGS1	F1613_RS03305	323	268	183	736	744	787	493	974	539
A0A0H2VGS2	F1613_RS09930	3476	3390	3919	8126	6878	5609	14937	3545	5397
A0A0H2VGS3	F1613_RS09965	3849	5878	3311	1231	1729	1349	6223	1320	1911
A0A0H2VGS4	F1613_RS03340	126	138	125	143	157	149	45	146	63
A0A0H2VGS5	F1613_RS09915	2309	1391	2286	4124	3562	3844	6406	3200	3745
A0A0H2VGS7	F1613_RS03370	3620	4228	5235	1160	1157	1763	1841	2436	2347
A0A0H2VGS8	F1613_RS09945	727	821	586	2083	1625	1986	784	2201	883
A0A0H2VGS9	F1613_RS10015	353	455	343	402	328	304	157	274	130
A0A0H2VGT0	F1613_RS09210	5972	6057	6348	3133	5026	4327	1719	6266	2976
A0A0H2VGT1	F1613_RS03410	91	110	95	74	91	275	139	243	226
A0A0H2VGT2	F1613_RS09980	9862	9427	12745	13653	13174	9313	24433	11991	7879
A0A0H2VGT3	F1613_RS10050	9297	7790	11289	22319	19037	14119	17428	13711	6272
A0A0H2VGT4	F1613_RS10005	503	537	557	245	264	333	409	772	567
A0A0H2VGT5	F1613_RS03435	26954	18613	15775	3639	4471	4781	4906	8430	7406
A0A0H2VGT6	tnpA	404	845	577	500	445	432	460	272	277
A0A0H2VGT7	F1613_RS05285	739	1083	1059	1298	1176	1048	1155	1010	746
A0A0H2VGT8	F1613_RS10095	344	471	567	126	150	103	268	84	126
A0A0H2VGT9	F1613_RS06185	1884	1420	1197	641	524	477	736	565	505
A0A0H2VGU1	F1613_RS09295	1911	2009	1733	2496	2376	2100	2145	3043	2405
A0A0H2VGU2	adhE	5139	7885	6273	773	1091	790	2759	928	836
A0A0H2VGU3	menC	2819	3577	2846	1535	1263	1408	1704	1229	1261
A0A0H2VGU5	arsA	2271	2777	2281	774	620	1570	1140	1195	2552
A0A0H2VGU6	F1613_RS10110	502	648	825	624	811	1592	8056	921	1806
A0A0H2VGU7	nrdF	11499	10500	13271	11976	7955	10956	12118	19867	14176
A0A0H2VGU8	F1613_RS10140	4558	5929	4687	10546	10168	10309	4069	7697	6757
A0A0H2VGV0	F1613_RS05390	1358	1642	1491	2541	2544	2646	1224	3820	2995
A0A0H2VGV1	F1613_RS10165	0	1	0	2	0	0	0	0	0
A0A0H2VGV2	F1613_RS10130	367	539	470	3564	4299	5801	190	4330	2019
A0A0H2VGV3	F1613_RS05425	1818	2011	2409	2357	2772	2356	1922	2892	2485
A0A0H2VGV4	F1613_RS03560	59	64	29	88	80	84	101	131	52
A0A0H2VGV6	F1613_RS10155	62	61	87	63	81	74	198	140	181
A0A0H2VGV7	F1613_RS05455	960	1471	1160	659	1057	801	708	1043	1920
A0A0H2VGV8	F1613_RS10215	131	127	143	51	77	85	36	35	69
A0A0H2VGW0	F1613_RS10180	55	32	64	20	44	32	43	17	36
A0A0H2VGW1	F1613_RS10205	47	63	66	34	57	77	45	20	30
A0A0H2VGW3	F1613_RS10240	34	45	54	39	42	65	43	45	42
A0A0H2VGW4	F1613_RS03610	249	757	639	675	371	426	61	60	81
A0A0H2VGW5	F1613_RS10230	524	468	800	123	129	156	159	86	80
A0A0H2VGW6	F1613_RS05570	11463	5607	6409	10963	17523	11327	18910	10837	10422
A0A0H2VGW7	F1613_RS09325	10494	9902	11096	8328	8191	8456	10619	12095	12648
A0A0H2VGW8	F1613_RS10265	51	60	86	121	130	119	66	75	127
A0A0H2VGW9	secDF	9255	7737	13728	24387	22672	20338	16463	15804	16498
A0A0H2VGX0	rnr	20933	11673	22159	26547	39158	17495	318466	12012	24556
A0A0H2VGX1	F1613_RS10290	28	30	27	13	10	16	12	4	15
A0A0H2VGX2	F1613_RS09445	706	1386	912	374	351	305	890	445	1335
A0A0H2VGX3	F1613_RS05670	717	867	1242	1281	1161	1458	475	1547	987
A0A0H2VGX4	hemY	7757	7824	12079	2908	3829	5338	5837	4629	9335
A0A0H2VGX5	F1613_RS05695	182	277	272	304	319	411	675	788	775
A0A0H2VGX6	F1613_RS09480	1542	939	731	901	873	927	625	1506	895
A0A0H2VGX7	F1613_RS10255	28	43	43	70	75	47	86	44	44
A0A0H2VGX8	F1613_RS10395	8374	5375	4972	4421	6746	4876	5594	5695	8521
A0A0H2VGX9	F1613_RS09540	808	1063	955	2125	1804	2173	749	1728	1476
A0A0H2VGY0	F1613_RS05725	1660	1320	1545	1066	1286	890	1462	514	824
A0A0H2VGY1	F1613_RS10280	114	106	135	79	109	96	134	119	62
A0A0H2VGY2	F1613_RS10425	7324	6588	7258	14694	9817	10624	3077	9134	5274
A0A0H2VGY3	F1613_RS09595	37	34	37	68	44	34	5	25	7
A0A0H2VGY4	F1613_RS05750	13246	5049	6212	2291	4972	3344	12507	2187	2799
A0A0H2VGY5	F1613_RS10465	350	496	639	929	894	785	187	675	451
A0A0H2VGY6	F1613_RS09620	1986	1510	1325	3372	3436	4719	4549	4706	3013
A0A0H2VGY7	F1613_RS05790	2654	3720	3400	2131	1541	1551	6673	1876	3495
A0A0H2VGY8	F1613_RS09675	7682	6846	5302	6189	5631	6339	4258	6761	6062
A0A0H2VGY9	F1613_RS10305	181	347	236	218	136	182	56	123	65
A0A0H2VGZ0	queG	1556	1228	2253	3900	4148	2965	1224	2399	1416
A0A0H2VGZ1	F1613_RS05820	1079	925	1206	533	801	966	2708	1958	1668
A0A0H2VGZ2	F1613_RS09735	2528	2515	3105	5255	5616	3419	5865	2276	3027
A0A0H2VGZ3	F1613_RS03645	3051	2645	4114	4481	3304	4688	2149	2715	4106
A0A0H2VGZ5	F1613_RS10385	3776	3140	3624	3446	3401	4020	3454	5918	5891
A0A0H2VGZ6	sufC	16988	19238	11058	21639	16051	17048	17146	15160	15377
A0A0H2VGZ7	mutY	1468	1736	1435	1944	1589	1648	801	1610	980
A0A0H2VH00	F1613_RS05890	4712	2753	3981	1792	3153	2090	4130	2683	1658
A0A0H2VH01	yhaM	12854	9115	15945	17435	12278	13343	14038	11823	16107
A0A0H2VH02	F1613_RS10725	1081	676	630	1001	860	1190	630	1102	691
A0A0H2VH03	F1613_RS05920	789	681	610	1044	880	601	1275	794	735
A0A0H2VH04	F1613_RS03730	1883	1038	1699	488	904	1549	10815	741	2058
A0A0H2VH05	F1613_RS10450	588	573	843	960	933	778	698	680	705
A0A0H2VH06	dltD	4723	3188	7353	80784	45911	40639	319223	10479	19764
A0A0H2VH07	F1613_RS10775	8509	7874	7290	9811	15901	9735	27127	15655	19900
A0A0H2VH08	F1613_RS03760	139	221	221	125	97	152	855	121	82
A0A0H2VH09	F1613_RS10475	16768	7890	10648	9768	16230	11028	6294	11566	8293
A0A0H2VH10	F1613_RS05985	1249	1809	1912	4219	5095	3859	1067	3575	1777
A0A0H2VH11	F1613_RS10820	5625	5660	5707	9119	8646	8734	6760	11631	10850
A0A0H2VH12	F1613_RS03780	12574	7870	9321	295	574	1957	3927	2101	2594
A0A0H2VH13	F1613_RS10500	4480	1292	553	1259	1012	1307	351	366	487
A0A0H2VH14	F1613_RS06020	608	438	584	592	554	547	4415	577	696
A0A0H2VH15	F1613_RS10900	1551	2037	2034	5189	3045	2622	2051	2863	3667
A0A0H2VH16	cntL	411	310	344	132	140	140	112	140	88
A0A0H2VH17	F1613_RS12665	980	1642	858	160	94	57	144	39	54
